kata_kunci,judul,url,sentiment_textblob,polarity_textblob,sentiment_vader,compound_vader,sentiment_keyword,score_keyword,sentiment_ensemble,interpretasi
Bank Mandiri,Bos Bank Mandiri Respons Dampak Perang Dagang ke RI,https://finance.detik.com/moneter/d-7892166/bos-bank-mandiri-respons-dampak-perang-dagang-ke-ri,Neutral,0.0,Positive,0.296,Positive,25,Positive,Positif
Bank Mandiri,"Darmawan Junaidi Jadi Dirut Bank Mandiri Lagi, Alexandra Diganti Riduan",https://finance.detik.com/bursa-dan-valas/d-7841282/darmawan-junaidi-jadi-dirut-bank-mandiri-lagi-alexandra-diganti-riduan,Neutral,0.0,Negative,-0.3612,Neutral,0,Neutral,Netral
Bank Mandiri,Bank Mandiri Perkuat Wholesale dan Kredit Berkelanjutan 2024,https://finance.detik.com/berita-ekonomi-bisnis/d-7765580/bank-mandiri-perkuat-wholesale-dan-kredit-berkelanjutan-2024,Neutral,0.05224489795918367,Positive,0.9678,Positive,159,Positive,Sangat Positif
Bank Mandiri,Bank Mandiri Masuk Forbes World's Best Bank 5 Tahun Berturut-turut,https://finance.detik.com/berita-ekonomi-bisnis/d-7903729/bank-mandiri-masuk-forbes-worlds-best-bank-5-tahun-berturut-turut,Positive,0.3055555555555556,Positive,0.9702,Positive,47,Positive,Sangat Positif
Bank Mandiri,"Bank Mandiri Dorong Efisiensi Ekspor Nasional, Begini Caranya",https://finance.detik.com/moneter/d-7872667/bank-mandiri-dorong-efisiensi-ekspor-nasional-begini-caranya,Neutral,-0.016666666666666666,Positive,0.6249,Positive,35,Positive,Sangat Positif
Bayan Resources,Bayan Resources Beberkan Cara Lestarikan Lingkungan di Festival LIKE 2,https://finance.detik.com/ekonomi-hijau/d-7485149/bayan-resources-beberkan-cara-lestarikan-lingkungan-di-festival-like-2,Neutral,-0.1,Positive,0.967,Neutral,2,Neutral,Netral
Bayan Resources,"Dorong Inklusivitas, Bayan Resources Gandeng Disabilitas Lebih Berdaya",https://finance.detik.com/ekonomi-hijau/d-7483375/dorong-inklusivitas-bayan-resources-gandeng-disabilitas-lebih-berdaya,Neutral,-0.12000000000000002,Positive,0.93,Neutral,1,Neutral,Netral
Bayan Resources,"Bayan Resources Dorong Transisi Energi, Pakai Solar Panel-BBM Campur Sawit",https://finance.detik.com/ekonomi-hijau/d-7484477/bayan-resources-dorong-transisi-energi-pakai-solar-panel-bbm-campur-sawit,Neutral,0.029166666666666667,Positive,0.91,Positive,7,Positive,Sangat Positif
Bayan Resources,"Bayan Resources Punya Ribuan Panel Surya, Terangi 64 Desa Dekat Tambang",https://finance.detik.com/ekonomi-hijau/d-7481290/bayan-resources-punya-ribuan-panel-surya-terangi-64-desa-dekat-tambang,Neutral,-0.2,Positive,0.9442,Neutral,0,Neutral,Netral
Bayan Resources,Bayan Group Reklamasi 5.000 Ha Lebih Lahan Bekas Tambang,https://finance.detik.com/ekonomi-hijau/d-7484802/bayan-group-reklamasi-5-000-ha-lebih-lahan-bekas-tambang,Neutral,0.0033333333333333383,Positive,0.9565,Positive,11,Positive,Sangat Positif
Bayan Resources,Siapa Lim Chai Hock yang Masuk Daftar Orang Terkaya di RI?,https://finance.detik.com/sosok/d-7686457/siapa-lim-chai-hock-yang-masuk-daftar-orang-terkaya-di-ri,Neutral,0.0,Negative,-0.4939,Neutral,0,Neutral,Netral
Bayan Resources,Profil Anak Konglomerat RI yang Dapat Kado Saham Senilai Rp 123 T,https://finance.detik.com/bursa-dan-valas/d-7516712/profil-anak-konglomerat-ri-yang-dapat-kado-saham-senilai-rp-123-t,Neutral,0.017316017316017313,Negative,-0.5719,Neutral,2,Neutral,Netral
Bayan Resources,Orang Terkaya RI Beri 'Kado' Saham Anaknya Senilai Rp 123 T,https://finance.detik.com/bursa-dan-valas/d-7515010/orang-terkaya-ri-beri-kado-saham-anaknya-senilai-rp-123-t,Neutral,0.0,Negative,-0.946,Neutral,1,Neutral,Netral
Bayan Resources,Pertamina Jadi Perusahaan Terbesar Ketiga di Asia Tenggara Versi Fortune,https://www.detik.com/kalimantan/berita/d-7970590/pertamina-jadi-perusahaan-terbesar-ketiga-di-asia-tenggara-versi-fortune,Neutral,0.0,Neutral,0.0,Neutral,2,Neutral,Netral
Bayan Resources,"Ada Pertamina-BRI, Ini Daftar Perusahaan RI yang Masuk Raksasa Asia Tenggara",https://finance.detik.com/berita-ekonomi-bisnis/d-7969201/ada-pertamina-bri-ini-daftar-perusahaan-ri-yang-masuk-raksasa-asia-tenggara,Neutral,0.0,Neutral,0.0,Positive,5,Positive,Positif
Bayan Resources,"20 Perusahaan RI Jadi Raksasa di Asia Tenggara, Ini Daftarnya",https://finance.detik.com/berita-ekonomi-bisnis/d-7968586/20-perusahaan-ri-jadi-raksasa-di-asia-tenggara-ini-daftarnya,Neutral,0.0,Neutral,0.0,Positive,5,Positive,Positif
Bayan Resources,BRI Dinobatkan Jadi Perusahaan Publik Terbesar di RI Versi Forbes Global,https://finance.detik.com/berita-ekonomi-bisnis/d-7970201/bri-dinobatkan-jadi-perusahaan-publik-terbesar-di-ri-versi-forbes-global,Neutral,0.0,Positive,0.9153,Positive,18,Positive,Sangat Positif
Bayan Resources,Ini Satu-satunya Perempuan yang Masuk Daftar 10 Orang Terkaya Indonesia,https://finance.detik.com/berita-ekonomi-bisnis/d-7686361/ini-satu-satunya-perempuan-yang-masuk-daftar-10-orang-terkaya-indonesia,Neutral,0.0,Neutral,0.0,Positive,3,Positive,Positif
Bayan Resources,Profil 4 Srikandi Terkaya di Indonesia,https://finance.detik.com/berita-ekonomi-bisnis/d-7707841/profil-4-srikandi-terkaya-di-indonesia,Neutral,0.0,Positive,0.2732,Positive,3,Positive,Positif
Bayan Resources,"4 Perempuan Paling Kaya di Indonesia, Nomor 1 Dewi Kam",https://finance.detik.com/berita-ekonomi-bisnis/d-7707105/4-perempuan-paling-kaya-di-indonesia-nomor-1-dewi-kam,Neutral,0.0,Positive,0.2732,Positive,3,Positive,Positif
Bayan Resources,Siap-siap! Bayrun for Charity 2024 Kembali Digelar di Jakarta,https://sport.detik.com/sport-lain/d-7650132/siap-siap-bayrun-for-charity-2024-kembali-digelar-di-jakarta,Neutral,-0.05,Positive,0.9834,Positive,7,Positive,Sangat Positif
Bayan Resources,"Perjuangan Kuliah Jhilly, Sempat Gagal SNBP-SNBT hingga Keterbatasan Ekonomi",https://www.detik.com/edu/edutainment/d-7630140/perjuangan-kuliah-jhilly-sempat-gagal-snbp-snbt-hingga-keterbatasan-ekonomi,Neutral,-0.15555555555555556,Neutral,0.0,Positive,4,Positive,Positif
Bayan Resources,"3 Nama Baru Masuk Daftar Orang Terkaya RI, Hary Tanoe-Lim Chai Hock",https://finance.detik.com/berita-ekonomi-bisnis/d-7685984/3-nama-baru-masuk-daftar-orang-terkaya-ri-hary-tanoe-lim-chai-hock,Neutral,-0.03333333333333333,Negative,-0.4939,Neutral,0,Neutral,Netral
Bayan Resources,Sudah Tahu Belum Orang-orang Terkaya di Indonesia? Ini Dia Daftarnya,https://finance.detik.com/berita-ekonomi-bisnis/d-7754066/sudah-tahu-belum-orang-orang-terkaya-di-indonesia-ini-dia-daftarnya,Neutral,0.05,Negative,-0.4939,Neutral,0,Neutral,Netral
Bayan Resources,Pengurangan Emisi di Remote Area Tambang: Ganti Genset dengan Solar Cell,https://finance.detik.com/energi/d-7475149/pengurangan-emisi-di-remote-area-tambang-ganti-genset-dengan-solar-cell,Neutral,-0.06190476190476191,Positive,0.9062,Positive,13,Positive,Sangat Positif
Amman Mineral Internasional,"Amman Mineral Resmi Punya Bos Baru, Ini Sosoknya",https://finance.detik.com/bursa-dan-valas/d-7967025/amman-mineral-resmi-punya-bos-baru-ini-sosoknya,Neutral,0.0,Neutral,0.0,Positive,8,Positive,Positif
Amman Mineral Internasional,Bos Amman Mineral Tiba-tiba Mundur Jelang RUPS,https://finance.detik.com/bursa-dan-valas/d-7965532/bos-amman-mineral-tiba-tiba-mundur-jelang-rups,Neutral,0.0,Neutral,0.0,Negative,-4,Negative,Negatif
Amman Mineral Internasional,"Amman Mineral Cetak Laba Rp 8 T, Naik Hampir 3 Kali Lipat",https://finance.detik.com/bursa-dan-valas/d-7458927/amman-mineral-cetak-laba-rp-8-t-naik-hampir-3-kali-lipat,Neutral,0.0,Neutral,0.0,Positive,24,Positive,Positif
Amman Mineral Internasional,Bahlil Sebut Amman Mineral Belum Ajukan Izin Perpanjangan Ekspor Konsentrat,https://finance.detik.com/energi/d-7789673/bahlil-sebut-amman-mineral-belum-ajukan-izin-perpanjangan-ekspor-konsentrat,Neutral,0.0,Neutral,0.0,Neutral,-1,Neutral,Netral
Amman Mineral Internasional,"Nggak Cuma Freeport, Amman Mineral Juga Minta Izin Ekspor Konsentrat",https://finance.detik.com/energi/d-7786213/nggak-cuma-freeport-amman-mineral-juga-minta-izin-ekspor-konsentrat,Neutral,0.0,Neutral,0.0,Neutral,-1,Neutral,Netral
Amman Mineral Internasional,Jokowi Resmikan Smelter Amman Mineral Hari Ini,https://finance.detik.com/energi/d-7553268/jokowi-resmikan-smelter-amman-mineral-hari-ini,Positive,0.3333333333333333,Positive,0.5994,Neutral,0,Neutral,Netral
Amman Mineral Internasional,"Amman Dapat Izin Ekspor Konsentrat Tembaga hingga Desember, Segini Kuotanya",https://finance.detik.com/energi/d-7458044/amman-dapat-izin-ekspor-konsentrat-tembaga-hingga-desember-segini-kuotanya,Neutral,-0.05555555555555555,Neutral,0.0,Positive,8,Positive,Positif
Amman Mineral Internasional,"Produksi Emas-Tembaga Melesat, Amman Mineral Cetak Laba Rp 11 T hingga Kuartal III",https://finance.detik.com/bursa-dan-valas/d-7661723/produksi-emas-tembaga-melesat-amman-mineral-cetak-laba-rp-11-t-hingga-kuartal-iii,Neutral,0.0,Neutral,0.0,Positive,36,Positive,Positif
Amman Mineral Internasional,Arief Sidarto Resmi Gantikan Alexander Ramlie sebagai Dirut PT AMMAN,https://www.detik.com/bali/bisnis/d-7967518/arief-sidarto-resmi-gantikan-alexander-ramlie-sebagai-dirut-pt-amman,Neutral,0.0,Neutral,0.0,Positive,12,Positive,Positif
Amman Mineral Internasional,Demonstran Tagih Janji Prabowo untuk Pisahkan Sumbawa dengan NTB,https://www.detik.com/bali/nusra/d-7916075/demonstran-tagih-janji-prabowo-untuk-pisahkan-sumbawa-dengan-ntb,Neutral,0.0,Neutral,0.0,Positive,5,Positive,Positif
Amman Mineral Internasional,Istana Ungkap Alasan Fahri Hamzah Temani Jokowi di NTB,https://news.detik.com/berita/d-7553531/istana-ungkap-alasan-fahri-hamzah-temani-jokowi-di-ntb,Neutral,0.0,Neutral,0.0,Neutral,0,Neutral,Netral
Amman Mineral Internasional,BRI Dinobatkan Jadi Perusahaan Publik Terbesar di RI Versi Forbes Global,https://finance.detik.com/berita-ekonomi-bisnis/d-7970201/bri-dinobatkan-jadi-perusahaan-publik-terbesar-di-ri-versi-forbes-global,Neutral,0.0,Positive,0.9153,Positive,18,Positive,Sangat Positif
Amman Mineral Internasional,"Ditemani Fahri Hamzah Saat Resmikan Smelter di NTB, Jokowi Bilang Begini",https://news.detik.com/berita/d-7554452/ditemani-fahri-hamzah-saat-resmikan-smelter-di-ntb-jokowi-bilang-begini,Neutral,0.0,Neutral,0.0,Neutral,0,Neutral,Netral
Amman Mineral Internasional,"Ditemani Fahri Hamzah, Jokowi Resmikan Smelter Pemurnian Logam Mulia di NTB",https://news.detik.com/berita/d-7553485/ditemani-fahri-hamzah-jokowi-resmikan-smelter-pemurnian-logam-mulia-di-ntb,Neutral,0.0,Neutral,0.0,Neutral,-1,Neutral,Netral
Amman Mineral Internasional,"Kunker ke NTB, Jokowi Akan Resmikan Smelter Tembaga dan Pemurnian Logam Mulia",https://news.detik.com/berita/d-7553224/kunker-ke-ntb-jokowi-akan-resmikan-smelter-tembaga-dan-pemurnian-logam-mulia,Positive,0.3333333333333333,Positive,0.5994,Neutral,0,Neutral,Netral
Amman Mineral Internasional,"Resmikan Smelter Tembaga-Logam Mulia, Jokowi Tak Mau Ekspor Bahan Mentah",https://www.detik.com/bali/bisnis/d-7553553/resmikan-smelter-tembaga-logam-mulia-jokowi-tak-mau-ekspor-bahan-mentah,Neutral,0.0,Neutral,0.0,Neutral,-1,Neutral,Netral
Amman Mineral Internasional,"Produksi Emas AMMAN 2024 Meningkat, Laba Bersih Naik Jadi US$ 642 Juta",https://www.detik.com/bali/bisnis/d-7834172/produksi-emas-amman-2024-meningkat-laba-bersih-naik-jadi-us-642-juta,Neutral,0.0,Positive,0.6369,Positive,65,Positive,Sangat Positif
Amman Mineral Internasional,"Jokowi Resmikan Smelter di NTB, Erick Thohir: Beri Manfaat Besar buat Masyarakat",https://finance.detik.com/energi/d-7553874/jokowi-resmikan-smelter-di-ntb-erick-thohir-beri-manfaat-besar-buat-masyarakat,Neutral,0.0,Neutral,0.0,Positive,3,Positive,Positif
Amman Mineral Internasional,Bahlil Belum Izinkan Freeport Ekspor Konsentrat Tembaga,https://finance.detik.com/energi/d-7761197/bahlil-belum-izinkan-freeport-ekspor-konsentrat-tembaga,Neutral,0.0,Neutral,0.0,Neutral,1,Neutral,Netral
Amman Mineral Internasional,"Bahlil Sebut Fahri Hamzah Mau Masuk Golkar, Partai Gelora Respons Santai",https://news.detik.com/berita/d-7554992/bahlil-sebut-fahri-hamzah-mau-masuk-golkar-partai-gelora-respons-santai,Neutral,0.0,Neutral,0.0,Neutral,0,Neutral,Netral
Telkom Indonesia,"Gandeng Indibiz, SMK Ini Perkuat Digitalisasi Pendidikan Vokasi",https://www.detik.com/edu/sekolah/d-7982482/gandeng-indibiz-smk-ini-perkuat-digitalisasi-pendidikan-vokasi,Neutral,-0.03333333333333333,Neutral,0.0,Positive,4,Positive,Positif
Telkom Indonesia,Telkom Indonesia Pastikan Bakal Terus Dukung Kedaulatan Digital RI,https://inet.detik.com/telecommunication/d-7970695/telkom-indonesia-pastikan-bakal-terus-dukung-kedaulatan-digital-ri,Neutral,0.008333333333333333,Positive,0.4939,Positive,47,Positive,Positif
Telkom Indonesia,Daftar Lengkap Jajaran Direksi dan Komisaris Telkom Indonesia 2025,https://inet.detik.com/telecommunication/d-7935742/daftar-lengkap-jajaran-direksi-dan-komisaris-telkom-indonesia-2025,Neutral,0.05,Negative,-0.296,Neutral,0,Neutral,Netral
Telkom Indonesia,"Direksi Baru Telkom Susun Program 100 Hari Kerja, Percepat ke Digital Telco",https://inet.detik.com/telecommunication/d-7971037/direksi-baru-telkom-susun-program-100-hari-kerja-percepat-ke-digital-telco,Neutral,0.015476190476190477,Positive,0.9698,Positive,32,Positive,Sangat Positif
Telkom Indonesia,"Genjot Transformasi Digital, Telkom-IBM Indonesia Hadirkan Sovereign AI",https://inet.detik.com/telecommunication/d-7970607/genjot-transformasi-digital-telkom-ibm-indonesia-hadirkan-sovereign-ai,Neutral,-0.04999999999999999,Positive,0.6908,Positive,36,Positive,Sangat Positif
Telkom Indonesia,Koperasi Merah Putih Disiapkan Jadi Gerai Sembako Modern,https://finance.detik.com/berita-ekonomi-bisnis/d-7984963/koperasi-merah-putih-disiapkan-jadi-gerai-sembako-modern,Neutral,0.2,Neutral,0.0,Positive,4,Positive,Positif
Telkom Indonesia,"Punya Ragam Layanan, Telkom Indonesia Siap Bantu Perusahaan Adopsi AI",https://inet.detik.com/telecommunication/d-7800163/punya-ragam-layanan-telkom-indonesia-siap-bantu-perusahaan-adopsi-ai,Neutral,-0.13333333333333333,Positive,0.7003,Positive,12,Positive,Sangat Positif
Telkom Indonesia,Jajaran Direksi Telkom Dirombak Habis-habisan,https://inet.detik.com/telecommunication/d-7935627/jajaran-direksi-telkom-dirombak-habis-habisan,Neutral,0.0,Positive,0.4939,Neutral,0,Neutral,Netral
Telkom Indonesia,"Kinerja 2024 Positif, Telkom Bukukan Pendapatan Konsolidasi Rp 150 T",https://finance.detik.com/berita-ekonomi-bisnis/d-7876044/kinerja-2024-positif-telkom-bukukan-pendapatan-konsolidasi-rp-150-t,Neutral,-0.005660377358490565,Positive,0.9153,Positive,196,Positive,Sangat Positif
Telkom Indonesia,"Dorong Digitalisasi, Telkom Perkenalkan Tiga Solusi Unggulan untuk B2B",https://inet.detik.com/telecommunication/d-7817874/dorong-digitalisasi-telkom-perkenalkan-tiga-solusi-unggulan-untuk-b2b,Neutral,-0.049999999999999996,Positive,0.946,Positive,24,Positive,Sangat Positif
Telkom Indonesia,"Mau Buyback Saham, Telkom Siapkan Dana Rp 3 Triliun",https://finance.detik.com/bursa-dan-valas/d-7872918/mau-buyback-saham-telkom-siapkan-dana-rp-3-triliun,Positive,0.4,Positive,0.836,Positive,9,Positive,Sangat Positif
Telkom Indonesia,"Kumpulkan Direksi Telkom, Erick Thohir Minta Genjot Bisnis Data Center",https://finance.detik.com/berita-ekonomi-bisnis/d-7778883/kumpulkan-direksi-telkom-erick-thohir-minta-genjot-bisnis-data-center,Neutral,-0.037500000000000006,Neutral,0.0,Positive,17,Positive,Positif
Telkom Indonesia,"Rilis 2018, Pertumbuhan Bisnis BigBox Telkom Tumbuh 400%",https://inet.detik.com/telecommunication/d-7800157/rilis-2018-pertumbuhan-bisnis-bigbox-telkom-tumbuh-400,Neutral,0.011111111111111112,Neutral,0.0,Positive,25,Positive,Positif
Telkom Indonesia,Program GoZero Telkom Raih Penghargaan ESG Sustainability Ratings 2025,https://inet.detik.com/telecommunication/d-7763168/program-gozero-telkom-raih-penghargaan-esg-sustainability-ratings-2025,Neutral,0.0738095238095238,Negative,-0.6486,Positive,9,Positive,Positif
Telkom Indonesia,"Honesti Basyir, Bawa Telkom Perkuat Digitalisasi",https://finance.detik.com/sosok/d-7706301/honesti-basyir-bawa-telkom-perkuat-digitalisasi,Neutral,-0.037500000000000006,Neutral,0.0,Positive,20,Positive,Positif
Telkom Indonesia,Telkom Gaet Perusahaan Teknologi Global untuk Perkuat Keamanan Digital,https://inet.detik.com/telecommunication/d-7761321/telkom-gaet-perusahaan-teknologi-global-untuk-perkuat-keamanan-digital,Neutral,0.0,Positive,0.6808,Positive,37,Positive,Sangat Positif
Telkom Indonesia,Telkom Akselerasi Transformasi untuk Dukung Penguatan Ekosistem Digital RI,https://inet.detik.com/telecommunication/d-7816267/telkom-akselerasi-transformasi-untuk-dukung-penguatan-ekosistem-digital-ri,Neutral,0.026086956521739136,Positive,0.7783,Positive,49,Positive,Sangat Positif
Telkom Indonesia,"Gelar Digistar Connect, Telkom Cetak SDM Digital Unggul Siap Kerja",https://inet.detik.com/telecommunication/d-7975435/gelar-digistar-connect-telkom-cetak-sdm-digital-unggul-siap-kerja,Neutral,0.01,Neutral,0.0,Neutral,-1,Neutral,Netral
Telkom Indonesia,Jurus Ririek Adriansyah Jadikan Telkom Pemain Global,https://finance.detik.com/bursa-dan-valas/d-7670278/jurus-ririek-adriansyah-jadikan-telkom-pemain-global,Neutral,-0.05555555555555555,Negative,-0.2732,Positive,14,Positive,Positif
Telkom Indonesia,Telkom Buka Suara soal Proyek Fiktif Rp 431 M hingga Dampaknya ke Saham,https://finance.detik.com/bursa-dan-valas/d-7917793/telkom-buka-suara-soal-proyek-fiktif-rp-431-m-hingga-dampaknya-ke-saham,Neutral,0.0,Neutral,0.0,Positive,19,Positive,Positif
Astra International,"Astra International Tebar Dividen Rp 12,46 T, Catat Jadwalnya",https://finance.detik.com/bursa-dan-valas/d-7905543/astra-international-tebar-dividen-rp-12-46-t-catat-jadwalnya,Neutral,0.0,Negative,-0.5574,Positive,4,Positive,Positif
Astra International,"Gerakkan Ekonomi Rakyat, Astra International Raih Anugerah di detikcom Awards",https://finance.detik.com/berita-ekonomi-bisnis/d-7592376/gerakkan-ekonomi-rakyat-astra-international-raih-anugerah-di-detikcom-awards,Neutral,0.0,Positive,0.9001,Positive,6,Positive,Sangat Positif
Astra International,"Lowongan Kerja Astra International Dibuka untuk Lulusan S1, Fresh Graduate Cek!",https://www.detik.com/edu/detikpedia/d-7589544/lowongan-kerja-astra-international-dibuka-untuk-lulusan-s1-fresh-graduate-cek,Neutral,0.049999999999999996,Positive,0.5574,Neutral,0,Neutral,Netral
Astra International,"Jumbo! Astra International Tebar Dividen Rp 21,01 T",https://finance.detik.com/bursa-dan-valas/d-7318500/jumbo-astra-international-tebar-dividen-rp-21-01-t,Neutral,0.0,Neutral,0.0,Positive,10,Positive,Positif
Astra International,"Astra International Rombak Formasi Manajemen, Eks Menkeu Jadi Komisaris!",https://finance.detik.com/bursa-dan-valas/d-7318564/astra-international-rombak-formasi-manajemen-eks-menkeu-jadi-komisaris,Neutral,0.0,Negative,-0.5574,Neutral,0,Neutral,Netral
Astra International,Kata Bos Astra soal Rencana Aturan TKDN Dilonggarkan,https://finance.detik.com/berita-ekonomi-bisnis/d-7905763/kata-bos-astra-soal-rencana-aturan-tkdn-dilonggarkan,Neutral,0.0,Positive,0.2023,Positive,15,Positive,Positif
Astra International,"Daya Beli RI Lagi Lesu, Astra Turunkan Capex Jadi Rp 25 T",https://finance.detik.com/bursa-dan-valas/d-7905857/daya-beli-ri-lagi-lesu-astra-turunkan-capex-jadi-rp-25-t,Neutral,0.0,Positive,0.7184,Negative,-9,Negative,Negatif
Astra International,"Astra International Buka Banyak Lowongan Kerja, Fresh Graduate Bisa Daftar!",https://finance.detik.com/lainnya/d-7441250/astra-international-buka-banyak-lowongan-kerja-fresh-graduate-bisa-daftar,Neutral,0.12678571428571428,Positive,0.9136,Positive,3,Positive,Sangat Positif
Astra International,"Anak Usaha Astra Incar Tambang Mineral-Proyek Geothermal, Siapkan Rp 16,84 T",https://finance.detik.com/energi/d-7886414/anak-usaha-astra-incar-tambang-mineral-proyek-geothermal-siapkan-rp-16-84-t,Neutral,0.0,Positive,0.5994,Positive,7,Positive,Sangat Positif
Astra International,"Info Dab! Astra International Buka Lowongan Kerja, Fresh Graduate Bisa Daftar",https://www.detik.com/jogja/bisnis/d-7447580/info-dab-astra-international-buka-lowongan-kerja-fresh-graduate-bisa-daftar,Neutral,0.12,Positive,0.5859,Neutral,-1,Neutral,Netral
Astra International,Ara Ajak Astra Bantu Bangun 3 Juta Rumah,https://www.detik.com/properti/berita/d-7648167/ara-ajak-astra-bantu-bangun-3-juta-rumah,Neutral,0.008333333333333333,Neutral,0.0,Neutral,0,Neutral,Netral
Astra International,Astra Mau Genjot Kendaraan Listrik di Tengah Banjir Produk China,https://finance.detik.com/industri/d-7545941/astra-mau-genjot-kendaraan-listrik-di-tengah-banjir-produk-china,Neutral,0.0,Positive,0.5423,Positive,11,Positive,Sangat Positif
Astra International,"Daihatsu Jual 46 Ribu Mobil di Januari-April 2025, Ini Model Terlarisnya",https://oto.detik.com/berita/d-7913499/daihatsu-jual-46-ribu-mobil-di-januari-april-2025-ini-model-terlarisnya,Neutral,0.0,Positive,0.25,Positive,4,Positive,Positif
Astra International,"Cuan Rp 15,85 T di Semester I 2024, Bos Astra Ungkap Jurus Investasi Perusahaan",https://finance.detik.com/bursa-dan-valas/d-7479295/cuan-rp-15-85-t-di-semester-i-2024-bos-astra-ungkap-jurus-investasi-perusahaan,Neutral,0.0,Negative,-0.1531,Positive,15,Positive,Positif
Astra International,Astra Beberkan Strategi Wujudkan Keberlanjutan Lingkungan di Festival LIKE 2,https://finance.detik.com/ekonomi-hijau/d-7480203/astra-beberkan-strategi-wujudkan-keberlanjutan-lingkungan-di-festival-like-2,Neutral,0.0,Positive,0.9895,Positive,7,Positive,Sangat Positif
Astra International,Ini Kriteria Kegiatan Sosial yang Bisa Dapat Rp 65 Juta dari Astra,https://finance.detik.com/berita-ekonomi-bisnis/d-7448909/ini-kriteria-kegiatan-sosial-yang-bisa-dapat-rp-65-juta-dari-astra,Neutral,0.10555555555555556,Positive,0.9674,Neutral,1,Neutral,Netral
Astra International,Butuh Modal buat Kegiatan Sosial? Astra Bagi-bagi Rp 65 Juta Lewat Ajang Ini,https://finance.detik.com/berita-ekonomi-bisnis/d-7448394/butuh-modal-buat-kegiatan-sosial-astra-bagi-bagi-rp-65-juta-lewat-ajang-ini,Neutral,-0.013333333333333336,Positive,0.9877,Positive,13,Positive,Sangat Positif
Astra International,"Sahamnya Merosot Sejak Awal 2024, Bos Astra Ungkap Penyebabnya",https://finance.detik.com/infrastruktur/d-7318689/sahamnya-merosot-sejak-awal-2024-bos-astra-ungkap-penyebabnya,Neutral,-0.005555555555555556,Positive,0.7003,Neutral,1,Neutral,Netral
Astra International,Lomba Foto Astra dan Anugerah Pewarta Astra 2024 Kembali Digelar,https://news.detik.com/adv-nhl-detikcom/d-7615972/lomba-foto-astra-dan-anugerah-pewarta-astra-2024-kembali-digelar,Neutral,-0.06666666666666667,Positive,0.8271,Positive,6,Positive,Sangat Positif
Astra International,Penjualan 'Mobil Murah' Terjun Payung sepanjang Tahun 2024,https://oto.detik.com/mobil/d-7733843/penjualan-mobil-murah-terjun-payung-sepanjang-tahun-2024,Neutral,-0.025,Positive,0.4019,Negative,-15,Negative,Negatif
Bank Negara Indonesia,"BNI Gelar RUPST Hari Ini, Susunan Direksi Mau Dirombak",https://finance.detik.com/bursa-dan-valas/d-7842349/bni-gelar-rupst-hari-ini-susunan-direksi-mau-dirombak,Neutral,0.0,Neutral,0.0,Positive,4,Positive,Positif
Bank Negara Indonesia,"Investor Asing Ramai-ramai Lepas Saham Bank BUMN, Begini Datanya",https://finance.detik.com/bursa-dan-valas/d-7880719/investor-asing-ramai-ramai-lepas-saham-bank-bumn-begini-datanya,Neutral,0.0,Neutral,0.0,Neutral,-1,Neutral,Netral
Bank Negara Indonesia,"Dana Asing Rp 87,2 M Kabur dari BBNI, Pertanda Apa?",https://finance.detik.com/bursa-dan-valas/d-7880587/dana-asing-rp-87-2-m-kabur-dari-bbni-pertanda-apa,Neutral,0.0,Neutral,0.0,Neutral,-1,Neutral,Netral
Bank Negara Indonesia,Bos BNI Respons soal Kabar Sritex Bakal Diselamatkan BUMN,https://finance.detik.com/moneter/d-7816121/bos-bni-respons-soal-kabar-sritex-bakal-diselamatkan-bumn,Neutral,0.0,Neutral,0.0,Neutral,0,Neutral,Netral
Bank Negara Indonesia,"Sejarah Bank di Indonesia, Ada Sejak 1746 di Bawah Pimpinan Hindia Belanda",https://www.detik.com/edu/detikpedia/d-7534278/sejarah-bank-di-indonesia-ada-sejak-1746-di-bawah-pimpinan-hindia-belanda,Neutral,0.0,Positive,0.25,Positive,6,Positive,Positif
Bank Negara Indonesia,"BNI Kantongi Laba Rp 16,3 Triliun Kuartal III 2024",https://finance.detik.com/moneter/d-7606507/bni-kantongi-laba-rp-16-3-triliun-kuartal-iii-2024,Neutral,0.0,Positive,0.7717,Positive,47,Positive,Sangat Positif
Bank Negara Indonesia,"Cuan! BNI Catatkan Laba Rp 10,7 T di Semester I-2024",https://finance.detik.com/bursa-dan-valas/d-7503663/cuan-bni-catatkan-laba-rp-10-7-t-di-semester-i-2024,Neutral,0.05555555555555555,Negative,-0.2023,Positive,90,Positive,Positif
Bank Negara Indonesia,Pekerja di IKN Makin Mudah Dapat Layanan Perbankan,https://finance.detik.com/moneter/d-7487277/pekerja-di-ikn-makin-mudah-dapat-layanan-perbankan,Neutral,0.0734126984126984,Positive,0.8519,Positive,6,Positive,Sangat Positif
Bank Negara Indonesia,Terungkap! Rencana Kerja Sama BNI-Sea Grup Lewat Shopee Paylater,https://finance.detik.com/moneter/d-7424924/terungkap-rencana-kerja-sama-bni-sea-grup-lewat-shopee-paylater,Neutral,-0.19047619047619047,Neutral,0.0772,Positive,4,Positive,Positif
